dataset,split_type,split_num,model,SP,metric
lipo,spectra_tanimoto,0.70_0_ensemble3,chemprop,0.70,1.88653814792633
lipo,spectra_tanimoto,0.70_1_ensemble3,chemprop,0.70,1.1928836107254
lipo,spectra_tanimoto,0.70_2_ensemble3,chemprop,0.70,1.05223488807678
lipo,spectra_tanimoto,0.75_0_ensemble3,chemprop,0.75,0.819023549556732
lipo,spectra_tanimoto,0.75_1_ensemble3,chemprop,0.75,NA
lipo,spectra_tanimoto,0.75_2_ensemble3,chemprop,0.75,1.8375791311264
lipo,spectra_tanimoto,0.80_0_ensemble3,chemprop,0.80,NA
lipo,spectra_tanimoto,0.80_1_ensemble3,chemprop,0.80,NA
lipo,spectra_tanimoto,0.80_2_ensemble3,chemprop,0.80,NA
lipo,spectra_tanimoto,0.85_0_ensemble3,chemprop,0.85,NA
lipo,spectra_tanimoto,0.85_1_ensemble3,chemprop,0.85,NA
lipo,spectra_tanimoto,0.85_2_ensemble3,chemprop,0.85,NA
lipo,spectra_tanimoto,0.90_0_ensemble3,chemprop,0.90,NA
lipo,spectra_tanimoto,0.90_1_ensemble3,chemprop,0.90,NA
lipo,spectra_tanimoto,0.90_2_ensemble3,chemprop,0.90,NA
lipo,spectra_tanimoto,0.95_1_ensemble3,chemprop,0.95,NA
lipo,spectra_tanimoto,0.95_2_ensemble3,chemprop,0.95,NA
lipo,spectra_tanimoto,0.00_0_ensemble4,chemprop,0.00,0.574935019016266
lipo,spectra_tanimoto,0.00_1_ensemble4,chemprop,0.00,0.547530651092529
lipo,spectra_tanimoto,0.00_2_ensemble4,chemprop,0.00,0.466588854789734
lipo,spectra_tanimoto,0.05_0_ensemble4,chemprop,0.05,0.72891765832901
lipo,spectra_tanimoto,0.05_1_ensemble4,chemprop,0.05,0.744498372077942
lipo,spectra_tanimoto,0.05_2_ensemble4,chemprop,0.05,0.838429749011993
lipo,spectra_tanimoto,0.10_0_ensemble4,chemprop,0.10,0.71441262960434
lipo,spectra_tanimoto,0.10_1_ensemble4,chemprop,0.10,0.748799502849579
lipo,spectra_tanimoto,0.10_2_ensemble4,chemprop,0.10,0.825229704380035
lipo,spectra_tanimoto,0.15_0_ensemble4,chemprop,0.15,0.896320641040802
lipo,spectra_tanimoto,0.15_1_ensemble4,chemprop,0.15,1.09000945091248
lipo,spectra_tanimoto,0.15_2_ensemble4,chemprop,0.15,1.03312122821808
lipo,spectra_tanimoto,0.20_0_ensemble4,chemprop,0.20,1.158203125
lipo,spectra_tanimoto,0.20_1_ensemble4,chemprop,0.20,1.26091313362122
lipo,spectra_tanimoto,0.20_2_ensemble4,chemprop,0.20,1.19082546234131
lipo,spectra_tanimoto,0.25_0_ensemble4,chemprop,0.25,1.28944027423859
lipo,spectra_tanimoto,0.25_1_ensemble4,chemprop,0.25,1.32848715782166
lipo,spectra_tanimoto,0.25_2_ensemble4,chemprop,0.25,1.16078579425812
lipo,spectra_tanimoto,0.30_0_ensemble4,chemprop,0.30,1.30520534515381
lipo,spectra_tanimoto,0.30_1_ensemble4,chemprop,0.30,1.02358615398407
lipo,spectra_tanimoto,0.30_2_ensemble4,chemprop,0.30,1.13944959640503
lipo,spectra_tanimoto,0.35_0_ensemble4,chemprop,0.35,1.14497578144073
lipo,spectra_tanimoto,0.35_1_ensemble4,chemprop,0.35,1.48354399204254
lipo,spectra_tanimoto,0.35_2_ensemble4,chemprop,0.35,1.60421943664551
lipo,spectra_tanimoto,0.40_0_ensemble4,chemprop,0.40,0.972318232059479
lipo,spectra_tanimoto,0.40_1_ensemble4,chemprop,0.40,1.29275524616241
lipo,spectra_tanimoto,0.40_2_ensemble4,chemprop,0.40,1.48898911476135
lipo,spectra_tanimoto,0.45_0_ensemble4,chemprop,0.45,1.83396065235138
lipo,spectra_tanimoto,0.45_1_ensemble4,chemprop,0.45,0.896307647228241
lipo,spectra_tanimoto,0.45_2_ensemble4,chemprop,0.45,1.2219295501709
lipo,spectra_tanimoto,0.50_0_ensemble4,chemprop,0.50,1.16179251670837
lipo,spectra_tanimoto,0.50_1_ensemble4,chemprop,0.50,1.11323261260986
lipo,spectra_tanimoto,0.50_2_ensemble4,chemprop,0.50,1.07937669754028
lipo,spectra_tanimoto,0.55_0_ensemble4,chemprop,0.55,1.11089253425598
lipo,spectra_tanimoto,0.55_1_ensemble4,chemprop,0.55,1.38635277748108
lipo,spectra_tanimoto,0.55_2_ensemble4,chemprop,0.55,1.07969498634338
lipo,spectra_tanimoto,0.60_0_ensemble4,chemprop,0.60,1.42844390869141
lipo,spectra_tanimoto,0.60_1_ensemble4,chemprop,0.60,0.698291420936584
lipo,spectra_tanimoto,0.60_2_ensemble4,chemprop,0.60,1.01209700107574
lipo,spectra_tanimoto,0.65_0_ensemble4,chemprop,0.65,1.34056115150452
lipo,spectra_tanimoto,0.65_1_ensemble4,chemprop,0.65,1.48672664165497
lipo,spectra_tanimoto,0.65_2_ensemble4,chemprop,0.65,1.39122068881989
lipo,spectra_tanimoto,0.70_0_ensemble4,chemprop,0.70,1.8777049779892
lipo,spectra_tanimoto,0.70_1_ensemble4,chemprop,0.70,1.19715285301208
lipo,spectra_tanimoto,0.70_2_ensemble4,chemprop,0.70,1.2520318031311
lipo,spectra_tanimoto,0.75_0_ensemble4,chemprop,0.75,0.844293296337128
lipo,spectra_tanimoto,0.75_1_ensemble4,chemprop,0.75,NA
lipo,spectra_tanimoto,0.75_2_ensemble4,chemprop,0.75,1.83326458930969
lipo,spectra_tanimoto,0.80_0_ensemble4,chemprop,0.80,NA
lipo,spectra_tanimoto,0.80_1_ensemble4,chemprop,0.80,NA
lipo,spectra_tanimoto,0.80_2_ensemble4,chemprop,0.80,NA
lipo,spectra_tanimoto,0.85_0_ensemble4,chemprop,0.85,NA
lipo,spectra_tanimoto,0.85_1_ensemble4,chemprop,0.85,NA
lipo,spectra_tanimoto,0.85_2_ensemble4,chemprop,0.85,NA
lipo,spectra_tanimoto,0.90_0_ensemble4,chemprop,0.90,NA
lipo,spectra_tanimoto,0.90_1_ensemble4,chemprop,0.90,NA
lipo,spectra_tanimoto,0.90_2_ensemble4,chemprop,0.90,NA
lipo,spectra_tanimoto,0.95_1_ensemble4,chemprop,0.95,NA
lipo,spectra_tanimoto,0.95_2_ensemble4,chemprop,0.95,NA
lipo,spectra_tanimoto,0.00_0_ensemble5,chemprop,0.00,0.586951971054077
lipo,spectra_tanimoto,0.00_1_ensemble5,chemprop,0.00,0.530908346176147
lipo,spectra_tanimoto,0.00_2_ensemble5,chemprop,0.00,0.463862746953964
lipo,spectra_tanimoto,0.05_0_ensemble5,chemprop,0.05,0.748478949069977
lipo,spectra_tanimoto,0.05_1_ensemble5,chemprop,0.05,0.710969984531403
lipo,spectra_tanimoto,0.05_2_ensemble5,chemprop,0.05,0.786106884479523
lipo,spectra_tanimoto,0.10_0_ensemble5,chemprop,0.10,0.777112901210785
lipo,spectra_tanimoto,0.10_1_ensemble5,chemprop,0.10,0.762223124504089
lipo,spectra_tanimoto,0.10_2_ensemble5,chemprop,0.10,0.784851551055908
lipo,spectra_tanimoto,0.15_0_ensemble5,chemprop,0.15,1.10350716114044
lipo,spectra_tanimoto,0.15_1_ensemble5,chemprop,0.15,1.07464206218719
lipo,spectra_tanimoto,0.15_2_ensemble5,chemprop,0.15,1.03853571414948
lipo,spectra_tanimoto,0.20_0_ensemble5,chemprop,0.20,1.15595018863678
lipo,spectra_tanimoto,0.20_1_ensemble5,chemprop,0.20,1.31260108947754
lipo,spectra_tanimoto,0.20_2_ensemble5,chemprop,0.20,1.18937492370605
lipo,spectra_tanimoto,0.25_0_ensemble5,chemprop,0.25,1.39177048206329
lipo,spectra_tanimoto,0.25_1_ensemble5,chemprop,0.25,1.33152878284454
lipo,spectra_tanimoto,0.25_2_ensemble5,chemprop,0.25,1.20829153060913
lipo,spectra_tanimoto,0.30_0_ensemble5,chemprop,0.30,1.32654249668121
lipo,spectra_tanimoto,0.30_1_ensemble5,chemprop,0.30,0.986612737178802
lipo,spectra_tanimoto,0.30_2_ensemble5,chemprop,0.30,1.43255233764648
lipo,spectra_tanimoto,0.35_0_ensemble5,chemprop,0.35,1.15496718883514
lipo,spectra_tanimoto,0.35_1_ensemble5,chemprop,0.35,1.58159375190735
lipo,spectra_tanimoto,0.35_2_ensemble5,chemprop,0.35,1.59339237213135
lipo,spectra_tanimoto,0.40_0_ensemble5,chemprop,0.40,1.19205594062805
lipo,spectra_tanimoto,0.40_1_ensemble5,chemprop,0.40,1.29700422286987
lipo,spectra_tanimoto,0.40_2_ensemble5,chemprop,0.40,1.48303651809692
lipo,spectra_tanimoto,0.45_0_ensemble5,chemprop,0.45,1.99383997917175
lipo,spectra_tanimoto,0.45_1_ensemble5,chemprop,0.45,0.91556453704834
lipo,spectra_tanimoto,0.45_2_ensemble5,chemprop,0.45,1.23615086078644
lipo,spectra_tanimoto,0.50_0_ensemble5,chemprop,0.50,1.14972341060638
lipo,spectra_tanimoto,0.50_1_ensemble5,chemprop,0.50,1.10036218166351
lipo,spectra_tanimoto,0.50_2_ensemble5,chemprop,0.50,1.11517071723938
lipo,spectra_tanimoto,0.55_0_ensemble5,chemprop,0.55,1.19044280052185
lipo,spectra_tanimoto,0.55_1_ensemble5,chemprop,0.55,1.38543224334717
lipo,spectra_tanimoto,0.55_2_ensemble5,chemprop,0.55,1.11299681663513
lipo,spectra_tanimoto,0.60_0_ensemble5,chemprop,0.60,1.39703118801117
lipo,spectra_tanimoto,0.60_1_ensemble5,chemprop,0.60,0.723830997943878
lipo,spectra_tanimoto,0.60_2_ensemble5,chemprop,0.60,0.994578957557678
lipo,spectra_tanimoto,0.65_0_ensemble5,chemprop,0.65,1.47871708869934
lipo,spectra_tanimoto,0.65_1_ensemble5,chemprop,0.65,1.18159198760986
lipo,spectra_tanimoto,0.65_2_ensemble5,chemprop,0.65,1.56097483634949
lipo,spectra_tanimoto,0.70_0_ensemble5,chemprop,0.70,1.84532535076141
lipo,spectra_tanimoto,0.70_1_ensemble5,chemprop,0.70,1.24700963497162
lipo,spectra_tanimoto,0.70_2_ensemble5,chemprop,0.70,1.15941023826599
lipo,spectra_tanimoto,0.75_0_ensemble5,chemprop,0.75,1.08539938926697
lipo,spectra_tanimoto,0.75_1_ensemble5,chemprop,0.75,NA
lipo,spectra_tanimoto,0.75_2_ensemble5,chemprop,0.75,1.79126298427582
lipo,spectra_tanimoto,0.80_0_ensemble5,chemprop,0.80,NA
lipo,spectra_tanimoto,0.80_1_ensemble5,chemprop,0.80,NA
lipo,spectra_tanimoto,0.80_2_ensemble5,chemprop,0.80,NA
lipo,spectra_tanimoto,0.85_0_ensemble5,chemprop,0.85,NA
lipo,spectra_tanimoto,0.85_1_ensemble5,chemprop,0.85,NA
lipo,spectra_tanimoto,0.85_2_ensemble5,chemprop,0.85,NA
lipo,spectra_tanimoto,0.90_0_ensemble5,chemprop,0.90,NA
lipo,spectra_tanimoto,0.90_1_ensemble5,chemprop,0.90,NA
lipo,spectra_tanimoto,0.90_2_ensemble5,chemprop,0.90,NA
lipo,spectra_tanimoto,0.95_1_ensemble5,chemprop,0.95,NA
lipo,spectra_tanimoto,0.95_2_ensemble5,chemprop,0.95,NA
sider,random,1_ensemble1,chemprop,NA,0.601358532905578
sider,random,2_ensemble1,chemprop,NA,0.615515232086181
sider,random,3_ensemble1,chemprop,NA,0.583857059478759
sider,random,4_ensemble1,chemprop,NA,0.60052353143692
sider,random,5_ensemble1,chemprop,NA,0.567643463611602
sider,random,1_ensemble2,chemprop,NA,0.586158990859985
sider,random,2_ensemble2,chemprop,NA,0.604960143566131
sider,random,3_ensemble2,chemprop,NA,0.57504516839981
sider,random,4_ensemble2,chemprop,NA,0.601432800292968
sider,random,5_ensemble2,chemprop,NA,0.565942525863647
sider,random,1_ensemble3,chemprop,NA,0.621468842029571
sider,random,2_ensemble3,chemprop,NA,0.597945272922515
sider,random,3_ensemble3,chemprop,NA,0.570532619953155
sider,random,4_ensemble3,chemprop,NA,0.61106389760971
sider,random,5_ensemble3,chemprop,NA,0.5555881857872
sider,random,1_ensemble4,chemprop,NA,0.585493445396423
sider,random,2_ensemble4,chemprop,NA,0.602949440479278
sider,random,3_ensemble4,chemprop,NA,0.588464081287384
sider,random,4_ensemble4,chemprop,NA,0.598070800304412
sider,random,5_ensemble4,chemprop,NA,0.563402473926544
sider,random,1_ensemble5,chemprop,NA,0.583390772342681
sider,random,2_ensemble5,chemprop,NA,0.616443336009979
sider,random,3_ensemble5,chemprop,NA,0.583436906337738
sider,random,4_ensemble5,chemprop,NA,0.605134725570678
sider,random,5_ensemble5,chemprop,NA,0.563740313053131
sider,scaffold,1_ensemble1,chemprop,NA,0.551218330860138
sider,scaffold,2_ensemble1,chemprop,NA,0.607872545719147
sider,scaffold,3_ensemble1,chemprop,NA,0.60274088382721
sider,scaffold,4_ensemble1,chemprop,NA,0.571140944957733
sider,scaffold,5_ensemble1,chemprop,NA,0.622250080108643
sider,scaffold,1_ensemble2,chemprop,NA,0.530291616916656
sider,scaffold,2_ensemble2,chemprop,NA,0.604321658611298
sider,scaffold,3_ensemble2,chemprop,NA,0.614672839641571
sider,scaffold,4_ensemble2,chemprop,NA,0.552060008049011
sider,scaffold,5_ensemble2,chemprop,NA,0.574002504348755
sider,scaffold,1_ensemble3,chemprop,NA,0.55152040719986
sider,scaffold,2_ensemble3,chemprop,NA,0.593211591243744
sider,scaffold,3_ensemble3,chemprop,NA,0.615028500556946
sider,scaffold,4_ensemble3,chemprop,NA,0.567495584487915
sider,scaffold,5_ensemble3,chemprop,NA,0.605153381824493
sider,scaffold,1_ensemble4,chemprop,NA,0.5445197224617
sider,scaffold,2_ensemble4,chemprop,NA,0.579614579677582
sider,scaffold,3_ensemble4,chemprop,NA,0.605208873748779
sider,scaffold,4_ensemble4,chemprop,NA,0.543386220932007
sider,scaffold,5_ensemble4,chemprop,NA,0.585468351840973
sider,scaffold,1_ensemble5,chemprop,NA,0.566830217838287
sider,scaffold,2_ensemble5,chemprop,NA,0.585541307926178
sider,scaffold,3_ensemble5,chemprop,NA,0.56984144449234
sider,scaffold,4_ensemble5,chemprop,NA,0.535149455070496
sider,scaffold,5_ensemble5,chemprop,NA,0.542248070240021
sider,umap,1_ensemble1,chemprop,NA,0.611246645450592
sider,umap,2_ensemble1,chemprop,NA,0.562501430511474
sider,umap,3_ensemble1,chemprop,NA,0.558541357517242
sider,umap,4_ensemble1,chemprop,NA,0.576921939849853
sider,umap,5_ensemble1,chemprop,NA,0.596271812915802
sider,umap,1_ensemble2,chemprop,NA,0.590702414512634
sider,umap,2_ensemble2,chemprop,NA,0.571021914482116
sider,umap,3_ensemble2,chemprop,NA,0.585233211517334
sider,umap,4_ensemble2,chemprop,NA,0.57728511095047
sider,umap,5_ensemble2,chemprop,NA,0.590260088443756
sider,umap,1_ensemble3,chemprop,NA,0.597451746463775
sider,umap,2_ensemble3,chemprop,NA,0.573172509670257
sider,umap,3_ensemble3,chemprop,NA,0.574933886528015
sider,umap,4_ensemble3,chemprop,NA,0.577974736690521
sider,umap,5_ensemble3,chemprop,NA,0.592890202999115
sider,umap,1_ensemble4,chemprop,NA,0.597526609897613
sider,umap,2_ensemble4,chemprop,NA,0.556118428707122
sider,umap,3_ensemble4,chemprop,NA,0.521901488304138
sider,umap,4_ensemble4,chemprop,NA,0.570424318313598
sider,umap,5_ensemble4,chemprop,NA,0.573469996452331
sider,umap,1_ensemble5,chemprop,NA,0.610674023628234
sider,umap,2_ensemble5,chemprop,NA,0.554491460323333
sider,umap,3_ensemble5,chemprop,NA,0.533952474594116
sider,umap,4_ensemble5,chemprop,NA,0.570996224880218
sider,umap,5_ensemble5,chemprop,NA,0.59926027059555
sider,spectra_tanimoto,0.00_0_ensemble1,chemprop,0.00,0.57562118768692
sider,spectra_tanimoto,0.00_1_ensemble1,chemprop,0.00,0.621826171875
sider,spectra_tanimoto,0.00_2_ensemble1,chemprop,0.00,0.611501812934875
sider,spectra_tanimoto,0.05_0_ensemble1,chemprop,0.05,0.554988026618958
sider,spectra_tanimoto,0.05_1_ensemble1,chemprop,0.05,0.540138781070709
sider,spectra_tanimoto,0.05_2_ensemble1,chemprop,0.05,0.546617984771729
sider,spectra_tanimoto,0.10_0_ensemble1,chemprop,0.10,0.533206224441528
sider,spectra_tanimoto,0.10_1_ensemble1,chemprop,0.10,0.564458131790161
sider,spectra_tanimoto,0.10_2_ensemble1,chemprop,0.10,0.618432521820068
sider,spectra_tanimoto,0.15_0_ensemble1,chemprop,0.15,0.564118921756744
sider,spectra_tanimoto,0.15_1_ensemble1,chemprop,0.15,0.56521999835968
sider,spectra_tanimoto,0.15_2_ensemble1,chemprop,0.15,0.621796548366547
sider,spectra_tanimoto,0.20_0_ensemble1,chemprop,0.20,0.581875324249268
sider,spectra_tanimoto,0.20_1_ensemble1,chemprop,0.20,0.531717598438263
sider,spectra_tanimoto,0.20_2_ensemble1,chemprop,0.20,0.559468924999237
sider,spectra_tanimoto,0.25_0_ensemble1,chemprop,0.25,0.588206768035889
sider,spectra_tanimoto,0.25_1_ensemble1,chemprop,0.25,0.505869448184967
sider,spectra_tanimoto,0.25_2_ensemble1,chemprop,0.25,0.620319902896881
sider,spectra_tanimoto,0.30_0_ensemble1,chemprop,0.30,0.563171446323395
sider,spectra_tanimoto,0.30_1_ensemble1,chemprop,0.30,0.514618754386902
sider,spectra_tanimoto,0.30_2_ensemble1,chemprop,0.30,0.593307852745056
sider,spectra_tanimoto,0.35_0_ensemble1,chemprop,0.35,0.486305803060532
sider,spectra_tanimoto,0.35_1_ensemble1,chemprop,0.35,0.467180877923966
sider,spectra_tanimoto,0.35_2_ensemble1,chemprop,0.35,0.578501462936401
sider,spectra_tanimoto,0.40_0_ensemble1,chemprop,0.40,0.585073173046112
sider,spectra_tanimoto,0.40_1_ensemble1,chemprop,0.40,0.502571165561676
sider,spectra_tanimoto,0.40_2_ensemble1,chemprop,0.40,0.521867692470551
sider,spectra_tanimoto,0.45_0_ensemble1,chemprop,0.45,0.489642858505249
sider,spectra_tanimoto,0.45_1_ensemble1,chemprop,0.45,0.571969330310822
sider,spectra_tanimoto,0.45_2_ensemble1,chemprop,0.45,0.603515386581421
sider,spectra_tanimoto,0.50_0_ensemble1,chemprop,0.50,0.443825215101242
sider,spectra_tanimoto,0.50_1_ensemble1,chemprop,0.50,0.434319704771042
sider,spectra_tanimoto,0.50_2_ensemble1,chemprop,0.50,0.526877760887146
sider,spectra_tanimoto,0.55_0_ensemble1,chemprop,0.55,0.450150907039642
sider,spectra_tanimoto,0.55_1_ensemble1,chemprop,0.55,0.539953470230103
sider,spectra_tanimoto,0.55_2_ensemble1,chemprop,0.55,0.660820782184601
sider,spectra_tanimoto,0.60_0_ensemble1,chemprop,0.60,0.416017979383469
sider,spectra_tanimoto,0.60_1_ensemble1,chemprop,0.60,0.507931172847748
sider,spectra_tanimoto,0.60_2_ensemble1,chemprop,0.60,0.620760500431061
sider,spectra_tanimoto,0.65_0_ensemble1,chemprop,0.65,0.385243982076645
sider,spectra_tanimoto,0.65_1_ensemble1,chemprop,0.65,0.588982105255127
sider,spectra_tanimoto,0.65_2_ensemble1,chemprop,0.65,0.449457049369812
sider,spectra_tanimoto,0.70_0_ensemble1,chemprop,0.70,0.465784847736359
sider,spectra_tanimoto,0.70_1_ensemble1,chemprop,0.70,0.522054731845856
sider,spectra_tanimoto,0.70_2_ensemble1,chemprop,0.70,0.558255434036255
sider,spectra_tanimoto,0.75_0_ensemble1,chemprop,0.75,0.593574404716492
sider,spectra_tanimoto,0.75_1_ensemble1,chemprop,0.75,0.489694267511368
sider,spectra_tanimoto,0.75_2_ensemble1,chemprop,0.75,0.520739257335663
sider,spectra_tanimoto,0.80_0_ensemble1,chemprop,0.80,0.395877450704575
sider,spectra_tanimoto,0.80_1_ensemble1,chemprop,0.80,0.492416262626648
sider,spectra_tanimoto,0.80_2_ensemble1,chemprop,0.80,0.52069365978241
sider,spectra_tanimoto,0.85_0_ensemble1,chemprop,0.85,0.365564376115799
sider,spectra_tanimoto,0.85_1_ensemble1,chemprop,0.85,0.275970011949539
sider,spectra_tanimoto,0.85_2_ensemble1,chemprop,0.85,0.370127856731415
sider,spectra_tanimoto,0.90_0_ensemble1,chemprop,0.90,0.207407400012016
sider,spectra_tanimoto,0.90_1_ensemble1,chemprop,0.90,0.367283940315247
sider,spectra_tanimoto,0.90_2_ensemble1,chemprop,0.90,0.458642035722732
sider,spectra_tanimoto,0.95_0_ensemble1,chemprop,0.95,0.452263385057449
sider,spectra_tanimoto,0.95_1_ensemble1,chemprop,0.95,0.323148131370544
sider,spectra_tanimoto,0.95_2_ensemble1,chemprop,0.95,0.407407432794571
sider,spectra_tanimoto,1.00_0_ensemble1,chemprop,1.00,0.386214047670364
sider,spectra_tanimoto,1.00_1_ensemble1,chemprop,1.00,0.332818925380707
sider,spectra_tanimoto,1.00_2_ensemble1,chemprop,1.00,0.361111104488373
sider,spectra_tanimoto,0.00_0_ensemble2,chemprop,0.00,0.587521493434906
sider,spectra_tanimoto,0.00_1_ensemble2,chemprop,0.00,0.606918692588806
sider,spectra_tanimoto,0.00_2_ensemble2,chemprop,0.00,0.615258812904358
sider,spectra_tanimoto,0.05_0_ensemble2,chemprop,0.05,0.566742599010468
sider,spectra_tanimoto,0.05_1_ensemble2,chemprop,0.05,0.527943015098572
sider,spectra_tanimoto,0.05_2_ensemble2,chemprop,0.05,0.564184606075287
sider,spectra_tanimoto,0.10_0_ensemble2,chemprop,0.10,0.523204565048218
sider,spectra_tanimoto,0.10_1_ensemble2,chemprop,0.10,0.564205825328827
sider,spectra_tanimoto,0.10_2_ensemble2,chemprop,0.10,0.51425701379776
sider,spectra_tanimoto,0.15_0_ensemble2,chemprop,0.15,0.567813515663147
sider,spectra_tanimoto,0.15_1_ensemble2,chemprop,0.15,0.557014524936676
sider,spectra_tanimoto,0.15_2_ensemble2,chemprop,0.15,0.690709829330444
sider,spectra_tanimoto,0.20_0_ensemble2,chemprop,0.20,0.557594776153564
sider,spectra_tanimoto,0.20_1_ensemble2,chemprop,0.20,0.504487454891205
sider,spectra_tanimoto,0.20_2_ensemble2,chemprop,0.20,0.549893021583557
sider,spectra_tanimoto,0.25_0_ensemble2,chemprop,0.25,0.482712477445602
sider,spectra_tanimoto,0.25_1_ensemble2,chemprop,0.25,0.491262257099152
sider,spectra_tanimoto,0.25_2_ensemble2,chemprop,0.25,0.600686967372894
sider,spectra_tanimoto,0.30_0_ensemble2,chemprop,0.30,0.527638852596283
sider,spectra_tanimoto,0.30_1_ensemble2,chemprop,0.30,0.530405879020691
sider,spectra_tanimoto,0.30_2_ensemble2,chemprop,0.30,0.483554303646088
sider,spectra_tanimoto,0.35_0_ensemble2,chemprop,0.35,0.468043059110641
sider,spectra_tanimoto,0.35_1_ensemble2,chemprop,0.35,0.493155658245087
sider,spectra_tanimoto,0.35_2_ensemble2,chemprop,0.35,0.633748769760132
sider,spectra_tanimoto,0.40_0_ensemble2,chemprop,0.40,0.660528123378754
sider,spectra_tanimoto,0.40_1_ensemble2,chemprop,0.40,0.535526216030121
sider,spectra_tanimoto,0.40_2_ensemble2,chemprop,0.40,0.516324460506439
sider,spectra_tanimoto,0.45_0_ensemble2,chemprop,0.45,0.639964580535889
sider,spectra_tanimoto,0.45_1_ensemble2,chemprop,0.45,0.580613017082214
sider,spectra_tanimoto,0.45_2_ensemble2,chemprop,0.45,0.58781099319458
sider,spectra_tanimoto,0.50_0_ensemble2,chemprop,0.50,0.446333706378937
sider,spectra_tanimoto,0.50_1_ensemble2,chemprop,0.50,0.419423878192902
sider,spectra_tanimoto,0.50_2_ensemble2,chemprop,0.50,0.546776592731476
sider,spectra_tanimoto,0.55_0_ensemble2,chemprop,0.55,0.435373574495316
sider,spectra_tanimoto,0.55_1_ensemble2,chemprop,0.55,0.505604386329651
sider,spectra_tanimoto,0.55_2_ensemble2,chemprop,0.55,0.614650726318359
sider,spectra_tanimoto,0.60_0_ensemble2,chemprop,0.60,0.419404000043869
sider,spectra_tanimoto,0.60_1_ensemble2,chemprop,0.60,0.490521669387817
sider,spectra_tanimoto,0.60_2_ensemble2,chemprop,0.60,0.723804175853729
sider,spectra_tanimoto,0.65_0_ensemble2,chemprop,0.65,0.375529110431671
sider,spectra_tanimoto,0.65_1_ensemble2,chemprop,0.65,0.595211446285248
sider,spectra_tanimoto,0.65_2_ensemble2,chemprop,0.65,0.427274167537689
sider,spectra_tanimoto,0.70_0_ensemble2,chemprop,0.70,0.429691344499588
sider,spectra_tanimoto,0.70_1_ensemble2,chemprop,0.70,0.435389488935471
sider,spectra_tanimoto,0.70_2_ensemble2,chemprop,0.70,0.543903708457947
sider,spectra_tanimoto,0.75_0_ensemble2,chemprop,0.75,0.578177511692047
sider,spectra_tanimoto,0.75_1_ensemble2,chemprop,0.75,0.445030838251114
sider,spectra_tanimoto,0.75_2_ensemble2,chemprop,0.75,0.571916460990906
sider,spectra_tanimoto,0.80_0_ensemble2,chemprop,0.80,0.405224829912186
sider,spectra_tanimoto,0.80_1_ensemble2,chemprop,0.80,0.478233367204666
sider,spectra_tanimoto,0.80_2_ensemble2,chemprop,0.80,0.522060513496399
sider,spectra_tanimoto,0.85_0_ensemble2,chemprop,0.85,0.460339426994324
sider,spectra_tanimoto,0.85_1_ensemble2,chemprop,0.85,0.349669307470322
sider,spectra_tanimoto,0.85_2_ensemble2,chemprop,0.85,0.34867724776268
sider,spectra_tanimoto,0.90_0_ensemble2,chemprop,0.90,0.333950608968735
sider,spectra_tanimoto,0.90_1_ensemble2,chemprop,0.90,0.390740722417831
sider,spectra_tanimoto,0.90_2_ensemble2,chemprop,0.90,0.184567913413048
sider,spectra_tanimoto,0.95_0_ensemble2,chemprop,0.95,0.408641964197159
sider,spectra_tanimoto,0.95_1_ensemble2,chemprop,0.95,0.325514405965805
sider,spectra_tanimoto,0.95_2_ensemble2,chemprop,0.95,0.38580247759819
sider,spectra_tanimoto,1.00_0_ensemble2,chemprop,1.00,0.387757182121277
sider,spectra_tanimoto,1.00_1_ensemble2,chemprop,1.00,0.335802465677261
sider,spectra_tanimoto,1.00_2_ensemble2,chemprop,1.00,0.317695438861847
sider,spectra_tanimoto,0.00_0_ensemble3,chemprop,0.00,0.583964169025421
sider,spectra_tanimoto,0.00_1_ensemble3,chemprop,0.00,0.610027551651001
sider,spectra_tanimoto,0.00_2_ensemble3,chemprop,0.00,0.629148006439209
sider,spectra_tanimoto,0.05_0_ensemble3,chemprop,0.05,0.574117362499237
sider,spectra_tanimoto,0.05_1_ensemble3,chemprop,0.05,0.550391852855682
sider,spectra_tanimoto,0.05_2_ensemble3,chemprop,0.05,0.558164358139038
sider,spectra_tanimoto,0.10_0_ensemble3,chemprop,0.10,0.51816326379776
sider,spectra_tanimoto,0.10_1_ensemble3,chemprop,0.10,0.507758438587189
sider,spectra_tanimoto,0.10_2_ensemble3,chemprop,0.10,0.454467356204987
sider,spectra_tanimoto,0.15_0_ensemble3,chemprop,0.15,0.58978945016861
sider,spectra_tanimoto,0.15_1_ensemble3,chemprop,0.15,0.537590563297272
sider,spectra_tanimoto,0.15_2_ensemble3,chemprop,0.15,0.652156591415405
sider,spectra_tanimoto,0.20_0_ensemble3,chemprop,0.20,0.599712312221527
sider,spectra_tanimoto,0.20_1_ensemble3,chemprop,0.20,0.60200572013855
sider,spectra_tanimoto,0.20_2_ensemble3,chemprop,0.20,0.569656431674957
sider,spectra_tanimoto,0.25_0_ensemble3,chemprop,0.25,0.547209858894348
sider,spectra_tanimoto,0.25_1_ensemble3,chemprop,0.25,0.526564598083496
sider,spectra_tanimoto,0.25_2_ensemble3,chemprop,0.25,0.582313656806946
